company_name,stock_code,market,ticker
티엔엔터테인먼트,131100,KOSDAQ,131100.KQ
티엘비,356860,KOSDAQ,356860.KQ
TYM,002900,KOSPI,002900.KS
티와이홀딩스우,36328K,KOSPI,36328K.KS
티와이홀딩스,363280,KOSPI,363280.KS
티움바이오,321550,KOSDAQ,321550.KQ
티웨이항공,091810,KOSPI,091810.KS
티웨이홀딩스,004870,KOSPI,004870.KS
티이엠씨,425040,KOSDAQ,425040.KQ
티이엠씨씨엔에스,241790,KOSDAQ,241790.KQ
TJ미디어,032540,KOSDAQ,032540.KQ
티케이지애강,022220,KOSDAQ,022220.KQ
TKG휴켐스,069260,KOSPI,069260.KS
티케이케미칼,104480,KOSDAQ,104480.KQ
티플랙스,081150,KOSDAQ,081150.KQ
TP,007980,KOSPI,007980.KS
티피씨글로벌,130740,KOSDAQ,130740.KQ
TPC,048770,KOSDAQ,048770.KQ
팅크웨어,084730,KOSDAQ,084730.KQ
파두,440110,KOSDAQ,440110.KQ
파라다이스,034230,KOSPI,034230.KS
파라텍,033540,KOSDAQ,033540.KQ
파로스아이바이오,388870,KOSDAQ,388870.KQ
파루,043200,KOSDAQ,043200.KQ
파마리서치,214450,KOSDAQ GLOBAL,214450.KQ
파멥신,208340,KOSDAQ,208340.KQ
파미셀,005690,KOSPI,005690.KS
파버나인,177830,KOSDAQ,177830.KQ
파세코,037070,KOSDAQ,037070.KQ
파수,150900,KOSDAQ,150900.KQ
파워넷,037030,KOSDAQ,037030.KQ
파워로직스,047310,KOSDAQ,047310.KQ
파이버프로,368770,KOSDAQ,368770.KQ
파이오링크,170790,KOSDAQ,170790.KQ
파인디앤씨,049120,KOSDAQ,049120.KQ
파인디지털,038950,KOSDAQ,038950.KQ
파인메딕스,387570,KOSDAQ,387570.KQ
파인엠텍,441270,KOSDAQ,441270.KQ
파인테크닉스,106240,KOSDAQ,106240.KQ
파인텍,131760,KOSDAQ,131760.KQ
파커스,065690,KOSDAQ,065690.KQ
파크시스템스,140860,KOSDAQ GLOBAL,140860.KQ
파트론,091700,KOSDAQ GLOBAL,091700.KQ
판타지오,032800,KOSDAQ,032800.KQ
팜스빌,318010,KOSDAQ,318010.KQ
팜스코,036580,KOSPI,036580.KS
팜스토리,027710,KOSDAQ,027710.KQ
팜젠사이언스,004720,KOSPI,004720.KS
패션플랫폼,225590,KOSDAQ,225590.KQ
팬스타엔터프라이즈,054300,KOSDAQ,054300.KQ
팬엔터테인먼트,068050,KOSDAQ,068050.KQ
팬오션,028670,KOSPI,028670.KS
팬젠,222110,KOSDAQ,222110.KQ
팸텍,271830,KOSDAQ,271830.KQ
퍼스텍,010820,KOSPI,010820.KS
퍼시스,016800,KOSPI,016800.KS
펄어비스,263750,KOSDAQ GLOBAL,263750.KQ
펌텍코리아,251970,KOSDAQ,251970.KQ
페이퍼코리아,001020,KOSPI,001020.KS
펨트론,168360,KOSDAQ,168360.KQ
펩트론,087010,KOSDAQ,087010.KQ
평화산업,090080,KOSPI,090080.KS
평화홀딩스,010770,KOSPI,010770.KS
포니링크,064800,KOSDAQ,064800.KQ
포메탈,119500,KOSDAQ,119500.KQ
포바이포,389140,KOSDAQ,389140.KQ
포스뱅크,105760,KOSDAQ,105760.KQ
포스코DX,022100,KOSPI,022100.KS
포스코스틸리온,058430,KOSPI,058430.KS
포스코인터내셔널,047050,KOSPI,047050.KS
포스코퓨처엠,003670,KOSPI,003670.KS
POSCO홀딩스,005490,KOSPI,005490.KS
포시에스,189690,KOSDAQ,189690.KQ
포인트모바일,318020,KOSDAQ,318020.KQ
포인트엔지니어링,256630,KOSDAQ,256630.KQ
포커스에이아이,331380,KOSDAQ,331380.KQ
포톤,208710,KOSDAQ,208710.KQ
폰드그룹,472850,KOSDAQ,472850.KQ
폴라리스세원,234100,KOSDAQ,234100.KQ
폴라리스AI,039980,KOSDAQ,039980.KQ
폴라리스AI파마,041910,KOSDAQ,041910.KQ
폴라리스오피스,041020,KOSDAQ,041020.KQ
폴라리스우노,114630,KOSDAQ,114630.KQ
푸드나무,290720,KOSDAQ,290720.KQ
푸드웰,005670,KOSDAQ,005670.KQ
푸른기술,094940,KOSDAQ,094940.KQ
푸른소나무,057880,KOSDAQ,057880.KQ
푸른저축은행,007330,KOSDAQ,007330.KQ
풀무원,017810,KOSPI,017810.KS
풍강,093380,KOSDAQ,093380.KQ
풍국주정,023900,KOSDAQ,023900.KQ
풍산,103140,KOSPI,103140.KS
풍산홀딩스,005810,KOSPI,005810.KS
풍원정밀,371950,KOSDAQ,371950.KQ
퓨런티어,370090,KOSDAQ,370090.KQ
퓨릿,445180,KOSDAQ,445180.KQ
퓨처코어,151910,KOSDAQ,151910.KQ
퓨쳐켐,220100,KOSDAQ,220100.KQ
프럼파스트,035200,KOSDAQ,035200.KQ
프레스티지바이오로직스,334970,KOSDAQ,334970.KQ
프레스티지바이오파마,950210,KOSPI,950210.KS
프로이천,321260,KOSDAQ,321260.KQ
프로텍,053610,KOSDAQ,053610.KQ
프로티아,303360,KOSDAQ,303360.KQ
프롬바이오,377220,KOSDAQ,377220.KQ
프리시젼바이오,335810,KOSDAQ,335810.KQ
프리엠스,053160,KOSDAQ,053160.KQ
플라즈맵,405000,KOSDAQ,405000.KQ
플래스크,041590,KOSDAQ,041590.KQ
플래티어,367000,KOSDAQ,367000.KQ
플랜티넷,075130,KOSDAQ,075130.KQ
플레이그램,009810,KOSPI,009810.KS
플레이디,237820,KOSDAQ,237820.KQ
플레이위드,023770,KOSDAQ,023770.KQ
플루토스,019570,KOSDAQ,019570.KQ
플리토,300080,KOSDAQ,300080.KQ
피노,033790,KOSDAQ,033790.KQ
피델릭스,032580,KOSDAQ,032580.KQ
피씨디렉트,051380,KOSDAQ,051380.KQ
피씨엘,241820,KOSDAQ,241820.KQ
피아이이,452450,KOSDAQ,452450.KQ
PI첨단소재,178920,KOSPI,178920.KS
피앤씨테크,237750,KOSDAQ,237750.KQ
피앤에스로보틱스,460940,KOSDAQ,460940.KQ
PS일렉트로닉스,332570,KOSDAQ,332570.KQ
피에스케이,319660,KOSDAQ GLOBAL,319660.KQ
피에스케이홀딩스,031980,KOSDAQ,031980.KQ
피에스텍,002230,KOSDAQ,002230.KQ
피에이치에이,043370,KOSDAQ,043370.KQ
피엔에이치테크,239890,KOSDAQ,239890.KQ
피엔케이피부임상연구센타,347740,KOSDAQ,347740.KQ
피엔티,137400,KOSDAQ GLOBAL,137400.KQ
피엔티엠에스,257370,KOSDAQ,257370.KQ
PN풍년,024940,KOSDAQ,024940.KQ
피엠티,147760,KOSDAQ,147760.KQ
피제이메탈,128660,KOSDAQ,128660.KQ
피제이전자,006140,KOSDAQ,006140.KQ
PKC,001340,KOSPI,001340.KS
피코그램,376180,KOSDAQ,376180.KQ
피플바이오,304840,KOSDAQ,304840.KQ
픽셀플러스,087600,KOSDAQ,087600.KQ
핀텔,291810,KOSDAQ,291810.KQ
필에너지,378340,KOSDAQ,378340.KQ
필옵틱스,161580,KOSDAQ,161580.KQ
핌스,347770,KOSDAQ,347770.KQ
핑거,163730,KOSDAQ,163730.KQ
핑거스토리,417180,KOSDAQ,417180.KQ
하나26호스팩,446750,KOSDAQ,446750.KQ
하나27호스팩,448370,KOSDAQ,448370.KQ
하나28호스팩,454750,KOSDAQ,454750.KQ
하나29호스팩,454640,KOSDAQ,454640.KQ
하나30호스팩,469880,KOSDAQ,469880.KQ
하나31호스팩,469900,KOSDAQ,469900.KQ
하나32호스팩,475240,KOSDAQ,475240.KQ
하나33호스팩,475250,KOSDAQ,475250.KQ
하나34호스팩,484130,KOSDAQ,484130.KQ
하나금융지주,086790,KOSPI,086790.KS
하나기술,299030,KOSDAQ,299030.KQ
하나마이크론,067310,KOSDAQ,067310.KQ
하나머티리얼즈,166090,KOSDAQ GLOBAL,166090.KQ
하나제약,293480,KOSPI,293480.KS
하나투어,039130,KOSPI,039130.KS
하림,136480,KOSDAQ,136480.KQ
하림지주,003380,KOSDAQ GLOBAL,003380.KQ
하스,450330,KOSDAQ,450330.KQ
하이드로리튬,101670,KOSDAQ,101670.KQ
하이딥,365590,KOSDAQ,365590.KQ
하이로닉,149980,KOSDAQ,149980.KQ
하이록코리아,013030,KOSDAQ,013030.KQ
하이브,352820,KOSPI,352820.KS
하이비젼시스템,126700,KOSDAQ,126700.KQ
하이스틸,071090,KOSPI,071090.KS
하이제8호스팩,450050,KOSDAQ,450050.KQ
하이젠알앤엠,160190,KOSDAQ,160190.KQ
하이즈항공,221840,KOSDAQ,221840.KQ
하이텍팜,106190,KOSDAQ,106190.KQ
하이트진로2우B,000087,KOSPI,000087.KS
하이트진로,000080,KOSPI,000080.KS
하이트진로홀딩스우,000145,KOSPI,000145.KS
하이트진로홀딩스,000140,KOSPI,000140.KS
하이퍼코퍼레이션,065650,KOSDAQ,065650.KQ
하츠,066130,KOSDAQ,066130.KQ
한국가구,004590,KOSDAQ,004590.KQ
한국가스공사,036460,KOSPI,036460.KS
한국경제TV,039340,KOSDAQ,039340.KQ
한국공항,005430,KOSPI,005430.KS
한국기업평가,034950,KOSDAQ,034950.KQ
한국내화,010040,KOSPI,010040.KS
한국단자,025540,KOSPI,025540.KS
한국맥널티,222980,KOSDAQ,222980.KQ
한국무브넥스,010100,KOSPI,010100.KS
한국비엔씨,256840,KOSDAQ,256840.KQ
한국비티비,219750,KOSDAQ,219750.KQ
한국석유,004090,KOSPI,004090.KS
한국선재,025550,KOSDAQ,025550.KQ
한국수출포장,002200,KOSPI,002200.KS
한국쉘석유,002960,KOSPI,002960.KS
한국알콜,017890,KOSDAQ,017890.KQ
한국앤컴퍼니,000240,KOSPI,000240.KS
유나이티드제약,033270,KOSPI,033270.KS
한국유니온제약,080720,KOSDAQ,080720.KQ
한국자산신탁,123890,KOSPI,123890.KS
한국전력,015760,KOSPI,015760.KS
한전기술,052690,KOSPI,052690.KS
한국전자인증,041460,KOSDAQ,041460.KQ
한국전자홀딩스,006200,KOSPI,006200.KS
한국정밀기계,101680,KOSDAQ,101680.KQ
한국정보공학,039740,KOSDAQ,039740.KQ
한국정보인증,053300,KOSDAQ,053300.KQ
한국정보통신,025770,KOSDAQ,025770.KQ
한국제12호스팩,458610,KOSDAQ,458610.KQ
한국제13호스팩,464440,KOSDAQ,464440.KQ
한국제15호스팩,479880,KOSDAQ,479880.KQ
한국제지,027970,KOSPI,027970.KS
한국종합기술,023350,KOSPI,023350.KS
한국주강,025890,KOSPI,025890.KS
한국주철관,000970,KOSPI,000970.KS
한국철강,104700,KOSPI,104700.KS
한국첨단소재,062970,KOSDAQ,062970.KQ
한국카본,017960,KOSPI,017960.KS
한국캐피탈,023760,KOSDAQ,023760.KQ
한국컴퓨터,054040,KOSDAQ,054040.KQ
한국콜마,161890,KOSPI,161890.KS
한국큐빅,021650,KOSDAQ,021650.KQ
한국타이어앤테크놀로지,161390,KOSPI,161390.KS
한국토지신탁,034830,KOSPI,034830.KS
한국ANKOR유전,152550,KOSPI,152550.KS
한국금융지주우,071055,KOSPI,071055.KS
한국금융지주,071050,KOSPI,071050.KS
한국특강,007280,KOSPI,007280.KS
한국파마,032300,KOSDAQ,032300.KQ
한국팩키지,037230,KOSDAQ,037230.KQ
한국피아이엠,448900,KOSDAQ,448900.KQ
한국항공우주,047810,KOSPI,047810.KS
한국화장품,123690,KOSPI,123690.KS
한국화장품제조,003350,KOSPI,003350.KS
한글과컴퓨터,030520,KOSDAQ GLOBAL,030520.KQ
한네트,052600,KOSDAQ,052600.KQ
한농화성,011500,KOSPI,011500.KS
한독,002390,KOSPI,002390.KS
한독크린텍,256150,KOSDAQ,256150.KQ
한라IMS,092460,KOSDAQ,092460.KQ
한미글로벌,053690,KOSPI,053690.KS
한미반도체,042700,KOSPI,042700.KS
한미사이언스,008930,KOSPI,008930.KS
한미약품,128940,KOSPI,128940.KS
한빛레이저,452190,KOSDAQ,452190.KQ
한빛소프트,047080,KOSDAQ,047080.KQ
한샘,009240,KOSPI,009240.KS
한선엔지니어링,452280,KOSDAQ,452280.KQ
한섬,020000,KOSPI,020000.KS
한성기업,003680,KOSPI,003680.KS
한성크린텍,066980,KOSDAQ,066980.KQ
한세실업,105630,KOSPI,105630.KS
한세엠케이,069640,KOSPI,069640.KS
한세예스24홀딩스,016450,KOSPI,016450.KS
한솔PNS,010420,KOSPI,010420.KS
한솔로지스틱스,009180,KOSPI,009180.KS
한솔아이원스,114810,KOSDAQ,114810.KQ
한솔인티큐브,070590,KOSDAQ,070590.KQ
한솔제지,213500,KOSPI,213500.KS
한솔케미칼,014680,KOSPI,014680.KS
한솔테크닉스,004710,KOSPI,004710.KS
한솔홀딩스,004150,KOSPI,004150.KS
한솔홈데코,025750,KOSPI,025750.KS
한스바이오메드,042520,KOSDAQ,042520.KQ
한신공영,004960,KOSPI,004960.KS
한신기계,011700,KOSPI,011700.KS
한싹,430690,KOSDAQ,430690.KQ
한양디지텍,078350,KOSDAQ,078350.KQ
한양이엔지,045100,KOSDAQ,045100.KQ
한양증권우,001755,KOSPI,001755.KS
한양증권,001750,KOSPI,001750.KS
한온시스템,018880,KOSPI,018880.KS
한올바이오파마,009420,KOSPI,009420.KS
한울반도체,320000,KOSDAQ,320000.KQ
한울소재과학,091440,KOSDAQ,091440.KQ
한울앤제주,276730,KOSDAQ,276730.KQ
한익스프레스,014130,KOSPI,014130.KS
한일단조,024740,KOSDAQ,024740.KQ
한일사료,005860,KOSDAQ,005860.KQ
한일시멘트,300720,KOSPI,300720.KS
한일철강,002220,KOSPI,002220.KS
한일현대시멘트,006390,KOSPI,006390.KS
한일홀딩스,003300,KOSPI,003300.KS
한일화학,007770,KOSDAQ,007770.KQ
한전KPS,051600,KOSPI,051600.KS
한전산업,130660,KOSPI,130660.KS
한주라이트메탈,198940,KOSDAQ,198940.KQ
한주에이알티,058450,KOSDAQ,058450.KQ
한중엔시에스,107640,KOSDAQ,107640.KQ
한진,002320,KOSPI,002320.KS
한진중공업홀딩스,003480,KOSPI,003480.KS
한진칼우,18064K,KOSPI,18064K.KS
한진칼,180640,KOSPI,180640.KS
한창,005110,KOSPI,005110.KS
한창산업,079170,KOSDAQ,079170.KQ
한창제지,009460,KOSPI,009460.KS
한컴라이프케어,372910,KOSPI,372910.KS
한컴위드,054920,KOSDAQ,054920.KQ
한켐,457370,KOSDAQ,457370.KQ
한탑,002680,KOSDAQ,002680.KQ
한텍,098070,KOSDAQ,098070.KQ
한화3우B,00088K,KOSPI,00088K.KS
한화갤러리아우,45226K,KOSPI,45226K.KS
한화갤러리아,452260,KOSPI,452260.KS
한화리츠,451800,KOSPI,451800.KS
한화,000880,KOSPI,000880.KS
한화비전,489790,KOSPI,489790.KS
한화생명,088350,KOSPI,088350.KS
한화손해보험,000370,KOSPI,000370.KS
한화솔루션우,009835,KOSPI,009835.KS
한화솔루션,009830,KOSPI,009830.KS
한화시스템,272210,KOSPI,272210.KS
한화에어로스페이스,012450,KOSPI,012450.KS
한화엔진,082740,KOSPI,082740.KS
한화오션,042660,KOSPI,042660.KS
한화투자증권우,003535,KOSPI,003535.KS
한화투자증권,003530,KOSPI,003530.KS
한화플러스제4호스팩,455310,KOSDAQ,455310.KQ
한화플러스제5호스팩,498390,KOSDAQ,498390.KQ
해성디에스,195870,KOSPI,195870.KS
해성산업,034810,KOSDAQ,034810.KQ
해성산업1우,03481K,KOSDAQ,03481K.KQ
해성에어로보틱스,059270,KOSDAQ,059270.KQ
해성옵틱스,076610,KOSDAQ,076610.KQ
해태제과식품,101530,KOSPI,101530.KS
핸디소프트,220180,KOSDAQ,220180.KQ
핸즈코퍼레이션,143210,KOSPI,143210.KS
헝셩그룹,900270,KOSDAQ,900270.KQ
헥토이노베이션,214180,KOSDAQ,214180.KQ
헥토파이낸셜,234340,KOSDAQ,234340.KQ
헬릭스미스,084990,KOSDAQ,084990.KQ
현대건설우,000725,KOSPI,000725.KS
현대건설,000720,KOSPI,000720.KS
현대공업,170030,KOSDAQ,170030.KQ
현대그린푸드,453340,KOSPI,453340.KS
현대글로비스,086280,KOSPI,086280.KS
현대로템,064350,KOSPI,064350.KS
현대리바트,079430,KOSPI,079430.KS
현대모비스,012330,KOSPI,012330.KS
현대무벡스,319400,KOSDAQ,319400.KQ
현대바이오랜드,052260,KOSDAQ,052260.KQ
현대바이오,048410,KOSDAQ,048410.KQ
현대백화점,069960,KOSPI,069960.KS
현대비앤지스틸,004560,KOSPI,004560.KS
현대사료,016790,KOSDAQ,016790.KQ
현대약품,004310,KOSPI,004310.KS
현대에버다임,041440,KOSDAQ,041440.KQ
현대ADM,187660,KOSDAQ,187660.KQ
현대에이치티,039010,KOSDAQ,039010.KQ
현대엘리베이터,017800,KOSPI,017800.KS
현대오토에버,307950,KOSPI,307950.KS
현대위아,011210,KOSPI,011210.KS
현대이지웰,090850,KOSDAQ,090850.KQ
현대차우,005385,KOSPI,005385.KS
현대차2우B,005387,KOSPI,005387.KS
현대차3우B,005389,KOSPI,005389.KS
현대차,005380,KOSPI,005380.KS
현대제철,004020,KOSPI,004020.KS
현대지에프홀딩스,005440,KOSPI,005440.KS
현대차증권,001500,KOSPI,001500.KS
현대코퍼레이션,011760,KOSPI,011760.KS
현대코퍼레이션홀딩스,227840,KOSPI,227840.KS
현대퓨처넷,126560,KOSPI,126560.KS
현대해상,001450,KOSPI,001450.KS
현대홈쇼핑,057050,KOSPI,057050.KS
현대힘스,460930,KOSDAQ,460930.KQ
현우산업,092300,KOSDAQ,092300.KQ
협진,138360,KOSDAQ,138360.KQ
형지글로벌,308100,KOSDAQ,308100.KQ
형지I&C,011080,KOSDAQ,011080.KQ
형지엘리트,093240,KOSPI,093240.KS
혜인,003010,KOSPI,003010.KS
호전실업,111110,KOSPI,111110.KS
호텔신라우,008775,KOSPI,008775.KS
호텔신라,008770,KOSPI,008770.KS
홈캐스트,064240,KOSDAQ,064240.KQ
화성밸브,039610,KOSDAQ,039610.KQ
화승알앤에이,378850,KOSPI,378850.KS
화승엔터프라이즈,241590,KOSPI,241590.KS
화승인더,006060,KOSPI,006060.KS
화승코퍼레이션,013520,KOSPI,013520.KS
화신,010690,KOSPI,010690.KS
화신정공,126640,KOSDAQ,126640.KQ
화인베스틸,133820,KOSPI,133820.KS
화인써키트,127980,KOSDAQ,127980.KQ
화일약품,061250,KOSDAQ,061250.KQ
화천기계,010660,KOSPI,010660.KS
화천기공,000850,KOSPI,000850.KS
환인제약,016580,KOSPI,016580.KS
황금에스티,032560,KOSPI,032560.KS
효성,004800,KOSPI,004800.KS
효성ITX,094280,KOSPI,094280.KS
효성오앤비,097870,KOSDAQ,097870.KQ
효성중공업,298040,KOSPI,298040.KS
효성티앤씨,298020,KOSPI,298020.KS
효성화학,298000,KOSPI,298000.KS
후성,093370,KOSPI,093370.KS
휴네시온,290270,KOSDAQ,290270.KQ
휴니드,005870,KOSPI,005870.KS
휴럼,353190,KOSDAQ,353190.KQ
휴림로봇,090710,KOSDAQ,090710.KQ
휴림에이텍,078590,KOSDAQ,078590.KQ
휴마시스,205470,KOSDAQ,205470.KQ
휴맥스,115160,KOSDAQ,115160.KQ
휴맥스홀딩스,028080,KOSDAQ,028080.KQ
휴먼테크놀로지,175140,KOSDAQ,175140.KQ
휴메딕스,200670,KOSDAQ,200670.KQ
휴비스,079980,KOSPI,079980.KS
휴비츠,065510,KOSDAQ,065510.KQ
휴스틸,005010,KOSPI,005010.KS
휴엠앤씨,263920,KOSDAQ,263920.KQ
휴온스,243070,KOSDAQ,243070.KQ
휴온스글로벌,084110,KOSDAQ,084110.KQ
휴젤,145020,KOSDAQ GLOBAL,145020.KQ
흥구석유,024060,KOSDAQ,024060.KQ
흥국,010240,KOSDAQ,010240.KQ
흥국에프엔비,189980,KOSDAQ,189980.KQ
흥국화재우,000545,KOSPI,000545.KS
흥국화재,000540,KOSPI,000540.KS
흥아해운,003280,KOSPI,003280.KS
희림,037440,KOSDAQ,037440.KQ
힘스,238490,KOSDAQ,238490.KQ
